institutionid,sectorperiodid,periodenddate,tcprimarysectorid,primarysectorname,tcsectorid,tcsectorname,di_324389_text,companyid,ticker,status,companytype,country,yearfounded,simpleindustry
103133,BBBE83A7-635C-4D6D-96AC-D0EF4DC7EF4F,20210930,523000,"Securities, commodity contracts, investments, and related activities",523000,"Securities, commodity contracts, investments, and related activities",Mar 10 2022 12:08PM,349016,SNEX,Operating,Public Company,United States,1924,Capital Markets
103151,BCBB5B15-6931-4637-8DD9-35B720DF2A1A,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 10 2022 12:08PM,326529,CPSS,Operating,Public Company,United States,1991,Consumer Finance
103163,39D09B49-256D-466D-B933-3B6B38C457C6,20211231,531000,Real estate,531000,Real estate,Sep  1 2022  7:59AM,332646,ESS,Operating,Public Investment Firm,United States,1971,Equity Real Estate Investment Trusts (REITs)
103169,975F0173-A718-4D1A-B973-51A0D125D0C6,20211231,531000,Real estate,531000,Real estate,Jul  5 2022  1:06PM,332500,HIW,Operating,Public Investment Firm,United States,1978,Equity Real Estate Investment Trusts (REITs)
103263,3DEEF544-5443-4215-B4A5-5B97A23545C1,20211231,524100,Insurance carriers,524100,Insurance carriers,Mar 31 2022  7:08AM,172847,CIA,Operating,Public Company,United States,1969,Insurance
103343,4B62DC04-ECE1-4C9A-9E1E-691CACAED962,20211231,524100,Insurance carriers,524100,Insurance carriers,Mar 31 2022  7:20AM,257762,CNA,Operating Subsidiary,Public Company,United States,1853,Insurance
103363,4C81A20F-1CC0-478A-9254-002A2B42D50E,20211231,524100,Insurance carriers,524100,Insurance carriers,Jul  4 2022  8:25AM,318898,HMN,Operating,Public Company,United States,1945,Insurance
103365,CEC1B4E3-4ABA-4191-B958-99C90BAB4326,20211231,524100,Insurance carriers,524100,Insurance carriers,Sep  5 2022  6:23AM,287366,MCY,Operating,Public Company,United States,1961,Insurance
103386,FEA1182B-52AC-4BBC-B165-F6F478E4AF9D,20211231,524100,Insurance carriers,524100,Insurance carriers,Mar 31 2022  6:31AM,299233,RLI,Operating,Public Company,United States,1965,Insurance
103396,F5AAEEF2-7AEF-45F5-81AB-9E87218A2181,20211231,524100,Insurance carriers,524100,Insurance carriers,Jun 24 2022  8:57AM,310192,UFCS,Operating,Public Company,United States,1946,Insurance
103405,055934A3-14B6-41B7-A423-9BB5721EFA9E,20211231,524100,Insurance carriers,524100,Insurance carriers,Aug  3 2022  6:16AM,286548,MBI,Operating,Public Company,United States,1973,Insurance
103406,06F23EA7-7B72-450A-8CBF-99A286885672,20211231,524100,Insurance carriers,524100,Insurance carriers,Jul 29 2022  2:10PM,319993,MTG,Operating,Public Company,United States,1957,Thrifts and Mortgage Finance
103407,4BBA6A06-5B9E-4DD5-8057-F916E831C021,20211231,524100,Insurance carriers,524100,Insurance carriers,Mar 10 2022 12:08PM,293614,ORI,Operating,Public Company,United States,1923,Insurance
103415,610BD9EB-E70C-45B2-8499-53F1C3D4B918,20211231,524100,Insurance carriers,524100,Insurance carriers,Mar 31 2022  7:00AM,249686,HALL,Operating,Public Company,United States,1987,Insurance
103437,69C27426-5356-4C5A-93AC-FCB59CA4270B,20211231,524200,"Insurance agencies, brokerages, and related activities",525000,"Funds, trusts, and other financial vehicles",Jun 28 2022  8:20AM,252186,AJG,Operating,Public Company,United States,1927,Insurance
103437,7F219EDF-D832-43E2-883B-6567011A4F86,20211231,524200,"Insurance agencies, brokerages, and related activities",524200,"Insurance agencies, brokerages, and related activities",Jun 28 2022  8:20AM,252186,AJG,Operating,Public Company,United States,1927,Insurance
103448,2350E1A4-9E8B-438B-B51D-A03F08659D94,20211231,524200,"Insurance agencies, brokerages, and related activities",524200,"Insurance agencies, brokerages, and related activities",Mar 10 2022 12:08PM,297244,BRO,Operating,Public Company,United States,1939,Insurance
103540,64E1554F-1885-4ED4-9D9A-DEBC4B2CE181,20211231,531000,Real estate,531000,Real estate,Mar 10 2022 12:08PM,346270,LSI,Operating,Public Investment Firm,United States,1982,Equity Real Estate Investment Trusts (REITs)
103544,FC9D9C92-7724-486D-962F-CAEE70AB21E3,20211231,531000,Real estate,531000,Real estate,Aug  1 2022 12:06PM,340230,SVC,Operating,Public Investment Firm,United States,1995,Equity Real Estate Investment Trusts (REITs)
103563,F8379FB8-472B-4047-9044-A86A91453A54,20211231,524100,Insurance carriers,524100,Insurance carriers,Jun 28 2022 11:10AM,320709,RDN,Operating,Public Company,United States,1977,Thrifts and Mortgage Finance
103563,923E1F91-B98B-49AC-AA44-26B4AE884601,20211231,524100,Insurance carriers,541100,Legal services,Jun 28 2022 11:10AM,320709,RDN,Operating,Public Company,United States,1977,Thrifts and Mortgage Finance
103619,93B2896D-381A-4649-AFA6-64C666BE9FE9,20211231,524100,Insurance carriers,524100,Insurance carriers,Sep  8 2022  1:38PM,387618,ERIE,Operating,Public Company,United States,1925,Insurance
103697,C12C6E55-48BB-4657-957F-37EE44972998,20211231,532400,Commercial and industrial machinery and equipment rental and leasing,532400,Commercial and industrial machinery and equipment rental and leasing,Sep  6 2022  7:25AM,176787,GATX,Operating,Public Company,United States,1898,Trading Companies and Distributors
103697,95E6BC4D-064A-45B7-BA14-3A731F85779F,20211231,532400,Commercial and industrial machinery and equipment rental and leasing,48A000,Support activities for transportation,Sep  6 2022  7:25AM,176787,GATX,Operating,Public Company,United States,1898,Trading Companies and Distributors
103697,88DFC969-ADC1-4E95-B4DF-43714F2BE4BF,20211231,532400,Commercial and industrial machinery and equipment rental and leasing,811300,Commercial and industrial machinery and equipment repair and maintenance,Sep  6 2022  7:25AM,176787,GATX,Operating,Public Company,United States,1898,Trading Companies and Distributors
103809,E3225BAD-9781-4990-A5D7-BB89C0F42089,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Jul 18 2022  2:34PM,131856421,HMST,Operating,Public Company,United States,1921,Banks
104735,E39DA243-C463-4381-9181-30E94230E9EB,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 22 2022  7:46AM,4471002,RM,Operating,Public Company,United States,1987,Consumer Finance
104735,03461D14-B064-4F7F-8959-1E8E2EA07A12,20211231,522A00,Nondepository credit intermediation and related activities,524100,Insurance carriers,Mar 22 2022  7:46AM,4471002,RM,Operating,Public Company,United States,1987,Consumer Finance
105600,FF7E1C3C-CAFC-4334-BBB9-9C053B85F438,20210331,523000,"Securities, commodity contracts, investments, and related activities",523000,"Securities, commodity contracts, investments, and related activities",Aug  9 2022  5:23PM,20999,HLI,Operating,Public Company,United States,1972,Capital Markets
107230,2A3744A4-C689-4904-8AD9-31A3BF24DBFB,20211231,531000,Real estate,531000,Real estate,Jul  5 2022  7:48AM,248975,ALX,Operating Subsidiary,Public Investment Firm,United States,1955,Equity Real Estate Investment Trusts (REITs)
107257,E84DFB21-C645-4172-94D5-538E24435AF6,20211231,532400,Commercial and industrial machinery and equipment rental and leasing,423800A,"Motor Vehicle and Machinery, Equipment, and Supplies Wholesalers",Apr 12 2022 12:38PM,357522,WLFC,Operating,Public Company,United States,1985,Trading Companies and Distributors
107257,FBC560C7-06B5-4669-AE6F-DA4FEC9858E5,20211231,532400,Commercial and industrial machinery and equipment rental and leasing,532400,Commercial and industrial machinery and equipment rental and leasing,Apr 12 2022 12:38PM,357522,WLFC,Operating,Public Company,United States,1985,Trading Companies and Distributors
107320,2FCF42B3-2516-4957-9FFB-A45AA67B3EC8,20210331,541512,Computer systems design services,541512,Computer systems design services,Mar 23 2022  8:07AM,31639,PLUS,Operating,Public Company,United States,1990,"Electronic Equipment, Instruments and Components"
107320,3C48965D-B91E-4CFD-A457-3689FE2D3182,20210331,541512,Computer systems design services,522A00,Nondepository credit intermediation and related activities,Mar 23 2022  8:07AM,31639,PLUS,Operating,Public Company,United States,1990,"Electronic Equipment, Instruments and Components"
107411,F020CA5D-F033-4E2C-9DD1-0D82D1DC8D05,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Jul  5 2022  7:00PM,350748,OCN,Operating,Public Company,United States,1988,Thrifts and Mortgage Finance
108197,2B11B7E0-45EE-4FAD-B85F-31BE74F2236A,20210331,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 10 2022 12:08PM,373226,NICK,Operating,Public Company,United States,1985,Consumer Finance
108275,374B6FD3-438F-4852-AF8C-0B5CE4FA2D15,20211231,523000,"Securities, commodity contracts, investments, and related activities",523000,"Securities, commodity contracts, investments, and related activities",Jun 21 2022  2:08PM,362568,SIEB,Operating,Public Company,United States,1934,Capital Markets
108391,25360711-99BA-4025-A515-0294EAE0731B,20210930,541511,Custom computer programming services,561400,Business support services,Mar 14 2022 12:20PM,270427,FICO,Operating,Public Company,United States,1956,Software
108391,DB1F9FD4-91C9-433C-AFE1-007EF7D4BC83,20210930,541511,Custom computer programming services,541511,Custom computer programming services,Mar 14 2022 12:20PM,270427,FICO,Operating,Public Company,United States,1956,Software
109020,3AB4D41E-320B-47C6-9E3A-72728FDEF38A,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 23 2022 11:32AM,375090,PPBI,Operating,Public Company,United States,1983,Banks
109084,945A615C-EE8A-4838-915A-5D9037AD4711,20211231,522A00,Nondepository credit intermediation and related activities,52A000,Monetary authorities and depository credit intermediation,Mar 21 2022  1:38PM,361555,FBC,Operating,Public Company,United States,1987,Thrifts and Mortgage Finance
109084,FB26B395-EC11-4E27-843E-CD89D5A86690,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 21 2022  1:38PM,361555,FBC,Operating,Public Company,United States,1987,Thrifts and Mortgage Finance
112960,7846C751-52C5-4649-A289-33A43B1E9BEC,20211231,523000,"Securities, commodity contracts, investments, and related activities",523000,"Securities, commodity contracts, investments, and related activities",Mar 31 2022  7:23AM,406810,DHIL,Operating,Public Company,United States,1990,Capital Markets
113565,6920E888-FFB0-41E0-8E63-8C3AE55B7F63,20210930,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 10 2022 12:08PM,382234,TSBK,Operating,Public Company,United States,1915,Thrifts and Mortgage Finance
113567,63283AF8-0F49-4F53-AE1E-3CA3B1DD21B1,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 10 2022 12:08PM,410780,MBWM,Operating,Public Company,United States,1997,Banks
114008,A5A0BAB6-D8B8-4AF8-B975-5605E3444AFF,20211231,541200,"Accounting, tax preparation, bookkeeping, and payroll services",524200,"Insurance agencies, brokerages, and related activities",Jul  6 2022  6:39AM,361972,CBZ,Operating,Public Company,United States,1987,Professional Services
114008,16F4F363-E9B7-4BC7-81D0-C3167FD21A2D,20211231,541200,"Accounting, tax preparation, bookkeeping, and payroll services",541610,"Management, scientific, and technical consulting services",Jul  6 2022  6:39AM,361972,CBZ,Operating,Public Company,United States,1987,Professional Services
114008,BE53708B-0AE2-4069-8C5A-26BB3B888227,20211231,541200,"Accounting, tax preparation, bookkeeping, and payroll services",541200,"Accounting, tax preparation, bookkeeping, and payroll services",Jul  6 2022  6:39AM,361972,CBZ,Operating,Public Company,United States,1987,Professional Services
1016825,A100DEBB-96F1-4179-A7F1-5985EE10BE23,20211231,52A000,Monetary authorities and depository credit intermediation,524200,"Insurance agencies, brokerages, and related activities",Mar 21 2022  9:50AM,400006,FISI,Operating,Public Company,United States,1817,Banks
1016825,1EB6ACCC-4D97-4597-943F-63B0CD5A2E5C,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 21 2022  9:50AM,400006,FISI,Operating,Public Company,United States,1817,Banks
1018962,174D1C89-5FE4-448F-804F-79D02BE70BFD,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Jul 11 2022  9:10AM,393970,PB,Operating,Public Company,United States,1983,Banks
1019036,8A4DFDD0-2812-434A-BCB9-C63BBDF9F036,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 28 2022  4:46AM,1052484,CATC,Operating,Public Company,United States,1890,Banks
1019278,B4187E29-2C0C-4B52-8297-841B90669C5F,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Jul  7 2022  4:21AM,1035501,FIBK,Operating,Public Company,United States,1971,Banks
1019856,A2653689-7EE6-4A22-AA36-DD18018E979F,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 25 2022  2:29PM,4914814,FBK,Operating,Public Company,United States,1906,Banks
1019856,F288916B-05C3-4FCD-8252-E64B82116D7B,20211231,52A000,Monetary authorities and depository credit intermediation,522A00,Nondepository credit intermediation and related activities,Mar 25 2022  2:29PM,4914814,FBK,Operating,Public Company,United States,1906,Banks
1019950,2155AD13-7EA8-4B47-811C-4BDE7BBDC486,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Jul 18 2022  6:29AM,358763,SSB,Operating,Public Company,United States,1933,Banks
1019988,811D4D80-DF48-4ACE-9651-EEAACC419A8F,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 22 2022  1:02PM,405561,FNLC,Operating,Public Company,United States,1864,Banks
